-150000 -112.49
-260000 -193.38
-970000 -192.67
-1080000 -112.36
-1190000 -102.42
-1290000 -95.7305
-1430000 -94.2405
-1590000 -100.66
-1660000 -114.64
-1730000 -187.4
-1750000 -191.42
-1940000 -193.29
-2000000 -116.44
-2040000 -189.2
-2070000 -107.58
-2240000 -97.3305
-2390000 -106.02
-2420000 -117.29
-2460000 -177.92
-2540000 -185.3
-2610000 -180.77
-2710000 -173.86
-2770000 -138.36
-2840000 -102.76
-2860000 -97.8905
-2980000 -97.2705
-3080000 -102.38
-3140000 -181.85
-3160000 -176.44
-3160000 -186.72
-3270000 -188.81
-3380000 -183.41
-3430000 -176.28
-3540000 -85.6905
-3590000 -72.6005
-3640000 -62.4305
-3750000 -58.9905
-3820000 -58.6805
-3920000 -67.5805
-3990000 -82.7505
-4100000 -134.08
-4110000 -139.72
-4190000 -141.58
-4270000 -135.74
-4340000 -128.07
-4340000 -52.2905
-4360000 -112.16
-4400000 -46.1305
-4440000 -44.0805
-4510000 -45.6105
-4630000 -43.3605
-4780000 -34.0805
-4920000 -28.7005
-5230000 -25.5105
-5470000 -26.0005
-5650000 -29.9305
-5710000 -41.8505
-5830000 -146.02
-5860000 -151.88
-5970000 -156.56
-6120000 -149.98
-6150000 -141.98
-6180000 -85.2505
-6340000 -79.4405
-6440000 -78.3805
-6580000 -84.0405
-6590000 -93.0305
-6630000 -132.23
-6730000 -137.23
-6910000 -139.97
-7010000 -136.85
-7080000 -131.88
-7110000 -116.73
-7310000 -108.64
-7560000 -102.73
-7890000 -102.45
-8240000 -106.19
-8450000 -115.75
-8660000 -130.07
-8850000 -135.62
-9080000 -137.93
-9610000 -138.23
-9780000 -132.85
-9970000 -121.74
-10070000 -116.15
-10220000 -114.06
-10360000 -114.55
-10460000 -117.63
-10520000 -126.53
-10760000 -182.83
-10790000 -189.34
-10860000 -192.83
-10970000 -189.31
-10990000 -181.2
-11010000 -87.9905
-11050000 -74.0505
-11150000 -64.0305
-11270000 -60.8505
-11400000 -60.3605
-11530000 -61.5105
-11650000 -66.7705
-11700000 -71.9905
-11810000 -74.1005
-11890000 -65.5905
-11930000 -31.0705
-12030000 -22.6405
-12310000 -17.5005
-12610000 -19.0805
-12800000 -23.9905
-12940000 -28.8905
-13120000 -29.3605
-13230000 -23.6405
-13290000 5.03953
-13440000 13.6695
-13720000 22.8195
-14120000 29.2295
-14520000 27.6295
-14800000 23.3595
-14890000 -56.6705
-15020000 -61.2405
-15080000 -55.5105
-15110000 -12.5405
-15250000 20.1195
-15310000 26.3895
-15520000 29.4795
-15770000 25.0795
-15830000 17.3795
-15920000 -68.0605
-15980000 -72.5105
-16090000 -72.1105
-16130000 -63.1305
-16180000 -24.3905
-16220000 -6.96047
-16240000 8.72953
-16320000 17.2595
-16430000 21.9995
-16600000 24.5495
-16770000 23.4295
-16870000 19.5095
-16940000 8.55953
-17010000 3.12953
-17130000 1.57953
-17400000 4.97953
-17740000 6.94953
-18070000 4.70953
-18610000 -7.12047
-19270000 -26.6505
-19830000 -46.0605
-20010000 -49.5705
-20140000 -46.7905
-20250000 -39.4505
-20330000 -3.10047
-20410000 3.47953
-20600000 6.88953
-20770000 2.61953
-20820000 -4.64047
-20950000 -11.1805
-21100000 -3.10047
-21290000 4.63953
-21690000 14.4895
-22060000 19.4695
-22440000 20.3395
-22880000 15.3495
-23180000 7.57953
-23350000 -9.58047
-23440000 -68.7105
-23500000 -78.6905
-23650000 -80.4705
-23760000 -74.2205
-23850000 -42.3005
-23860000 -32.8905
-24050000 -28.4905
-24250000 -29.5005
-24380000 -38.0705
-24450000 -52.3805
-24450000 -60.3905
-24680000 -66.3905
-24890000 -59.5105
-25060000 -44.3805
-25240000 -36.5105
-25520000 -32.8905
-25800000 -32.9405
-26040000 -37.3205
-26260000 -46.7905
-26550000 -77.0505
-26640000 -82.2605
-26840000 -83.4905
-26990000 -79.7405
-27140000 -55.6205
-27680000 -51.6805
-28290000 -57.2705
-28800000 -76.0605
-28930000 -93.2905
-28990000 -103.69
-29230000 -110.65
-29500000 -112.74
-29930000 -102.61
-29930000 -78.6905
-30110000 34.2695
-30160000 17.9695
-30370000 53.3995
-30590000 63.5695
-30840000 65.0595
-31020000 61.9295
-31220000 59.6695
-31360000 65.1095
-31800000 78.4895
-32140000 82.5195
-32460000 82.5495
-32770000 78.8995
-33080000 65.5095
-33120000 47.1995
-33290000 -2.64047
-33370000 -11.1105
-33570000 -10.2905
-33670000 -0.360475
-33720000 23.9895
-33770000 33.7095
-33880000 37.5595
-34040000 35.7595
-34080000 28.4895
-34100000 22.1995
-34190000 17.9495
-34280000 18.9895
-34360000 25.1395
-34720000 28.9895
-35020000 22.8795
-35080000 16.0495
-35450000 11.1295
-35910000 15.8195
-36230000 19.5495
-36570000 14.4995
-36670000 6.25953
-36800000 -11.7405
-37230000 -19.1805
-37370000 44.9895
-37570000 56.8595
-37680000 61.2795
-37990000 62.1995
-38400000 58.2295
-38740000 59.5695
-38960000 63.7595
-39040000 73.3795
-39340000 78.6295
-39650000 78.2595
-39850000 66.9695
-40100000 38.2395
-40290000 30.2995
-40680000 25.9095
-41010000 25.9695
-41360000 32.7295
-41640000 54.7695
-41750000 61.0295
-42080000 64.2195
-42420000 60.9095
-42650000 58.4895
-42920000 60.2795
-43220000 73.1095
-43540000 86.7995
-43950000 94.7295
-44550000 97.0995
-44980000 91.8195
-45140000 86.4795
-45320000 80.5995
-45540000 78.0695
-45950000 82.7395
-46440000 93.8995
-46710000 99.2595
-47180000 100.45
-47390000 97.3795
-47570000 90.2995
-47620000 55.4295
-47810000 47.8095
-48070000 46.7795
-48280000 55.1795
-48330000 69.3495
-48560000 72.3495
-48750000 71.6795
-48860000 65.0495
-49160000 -33.7205
-49300000 -42.0705
-49540000 -30.4205
-49560000 -21.4405
-49760000 73.3595
-49830000 81.7895
-49890000 85.1195
-50020000 86.3795
-50120000 81.5795
-50330000 88.3595
-50410000 92.5695
-50620000 89.1695
-50810000 93.5795
-51050000 97.2295
-51350000 98.3895
-51520000 91.1095
-51570000 70.3195
-51780000 62.9295
-52040000 66.3595
-52270000 95.2195
-52310000 101.27
-52400000 103.41
-52480000 98.9495
-52520000 93.3095
-52600000 92.5295
-52670000 97.8195
-52920000 106.4
-53030000 103.87
-53150000 98.4195
-53240000 95.2495
-53470000 98.2395
-54040000 100.33
-54430000 96.1695
-54660000 46.7695
-54860000 40.5795
-55110000 43.8995
-55260000 83.4995
-55410000 73.6195
-55430000 51.0995
-55560000 20.3295
-55640000 17.0695
-55700000 24.9595
-55700000 58.9495
-55830000 63.8895
-55890000 57.0595
-55890000 -41.7905
-55900000 -41.1505
-55970000 60.0395
-56190000 70.6995
-56480000 77.8895
-56790000 79.6495
-57150000 79.2395
-57300000 76.3895
-57650000 63.4195
-58660000 -43.1305
-58710000 -52.6705
-58920000 -57.5905
-59100000 81.8108
-59200000 83.894
-59300000 72.3656
-59400000 41.5331
-59500000 17.9214
-59600000 11.8356
-59700000 13.835
-59800000 25.5944
-59900000 45.735
-60000000 63.12
-60100000 73.2225
-60200000 78.1339
-60300000 79.6935
-60400000 78.3861
-60500000 74.6876
-60600000 68.2052
-60700000 57.5493
-60800000 47.3191
-60900000 42.7774
-61000000 41.9677
-61100000 43.5546
-61200000 50.1676
-61300000 63.561
-61400000 70.0478
-61500000 72.6644
-61600000 72.9407
-61700000 71.1181
-61800000 64.5975
-61900000 51.4006
-62000000 33.2939
-62100000 18.6001
-62200000 15.437
-62300000 22.2517
-62400000 42.3163
-62500000 60.9924
-62600000 70.7989
-62700000 74.48
-62800000 74.1043
-62900000 68.022
-63000000 41.9659
-63100000 6.07845
-63200000 -6.91087
-63300000 -11.9179
-63400000 -13.4641
-63500000 -12.4422
-63600000 -6.93835
-63700000 5.80926
-63800000 22.7335
-63900000 41.8947
-64000000 56.4108
-6.41e+07 67.0693
-64200000 73.7787
-64300000 76.9
-6.44e+07 77.595
-64500000 75.4775
-6.46e+07 66.65
-64700000 51.6236
-64800000 46.8109
-6.49e+07 47.5538
-65000000 53.5019
-6.51e+07 62.1639
-65200000 72.2797
-65300000 79.7837
-6.54e+07 82.4983
-65500000 80.5669
-6.56e+07 55.8113
-65700000 53.6617
-65800000 55.3891
-6.59e+07 64.87
-66000000 76.8269
-6.61e+07 83.7714
-66200000 85.8053
-66300000 83.42
-6.64e+07 43.7788
-66500000 33.9557
-6.66e+07 32.8532
-66700000 34.003
-66800000 39.6393
-6.69e+07 52.4825
-67000000 68.2012
-6.71e+07 77.9295
-67200000 84.1511
-67300000 87.8623
-67400000 90.0407
-67500000 90.4455
-67600000 90.3473
-67700000 89.6139
-67800000 88.0477
-67900000 85.7258
-68000000 82.9437
-68100000 79.2802
-68200000 75.4563
-68300000 71.4775
-68400000 67.3944
