-150000	-92.86
-260000 -171.23
-970000 -170.52
-1080000 -90.21
-1190000 -80.27
-1290000 -73.58
-1430000 -72.09
-1590000 -78.51
-1660000 -92.49
-1730000 -165.25
-1750000 -169.27
-1940000 -171.14
-2000000 -94.29
-2040000 -167.05
-2070000 -85.43
-2240000 -75.18
-2390000 -83.87
-2420000 -95.14
-2460000 -155.77
-2540000 -163.15
-2610000 -158.62
-2710000 -151.71
-2770000 -116.21
-2840000 -80.61
-2860000 -75.74
-2980000 -75.12
-3080000 -80.23
-3140000 -159.7
-3160000 -154.29
-3160000 -164.57
-3270000 -166.66
-3380000 -161.26
-3430000 -154.13
-3540000 -63.54
-3590000 -50.45
-3640000 -40.28
-3750000 -36.84
-3820000 -36.53
-3920000 -45.43
-3990000 -60.6
-4100000 -111.93
-4110000 -117.57
-4190000 -119.43
-4270000 -113.59
-4340000 -105.92
-4340000 -30.14
-4360000 -90.01
-4400000 -23.98
-4440000 -21.93
-4510000 -23.46
-4630000 -21.21
-4780000 -11.93
-4920000 -6.55
-5230000 -3.36
-5470000 -3.85
-5650000 -7.78
-5710000 -19.7
-5830000 -123.87
-5860000 -129.73
-5970000 -134.41
-6120000 -127.83
-6150000 -119.83
-6180000 -63.1
-6340000 -57.29
-6440000 -56.23
-6580000 -61.89
-6590000 -70.88
-6630000 -110.08
-6730000 -115.08
-6910000 -117.82
-7010000 -114.7
-7080000 -109.73
-7110000 -94.58
-7310000 -86.49
-7560000 -80.58
-7890000 -80.3
-8240000 -84.04
-8450000 -93.6
-8660000 -107.92
-8850000 -113.47
-9080000 -115.78
-9610000 -116.08
-9780000 -110.7
-9970000 -99.59
-10070000 -94
-10220000 -91.91
-10360000 -92.4
-10460000 -95.48
-10520000 -104.38
-10760000 -160.68
-10790000 -167.19
-10860000 -170.68
-10970000 -167.16
-10990000 -159.05
-11010000 -65.84
-11050000 -51.9
-11150000 -41.88
-11270000 -38.7
-11400000 -38.21
-11530000 -39.36
-11650000 -44.62
-11700000 -49.84
-11810000 -51.95
-11890000 -43.44
-11930000 -8.92
-12030000 -0.49
-12310000 4.65
-12610000 3.07
-12800000 -1.84
-12940000 -6.74
-13120000 -7.21
-13230000 -1.49
-13290000 27.19
-13440000 35.82
-13720000 44.97
-14120000 51.38
-14520000 49.78
-14800000 45.51
-14890000 -34.52
-15020000 -39.09
-15080000 -33.36
