-212390 7561910 330.250698607
-207390 7561910 325.677103284
-202390 7561910 316.60959578
-197390 7561910 317.535075847
-192390 7561910 325.133119933
-187390 7561910 337.77063595
-182390 7561910 349.763129559
-177390 7561910 353.138344265
-172390 7561910 347.68546267
-167390 7561910 327.457080405
-162390 7561910 314.048334012
-157390 7561910 315.69833381
-152390 7561910 316.866807205
-147390 7561910 315.885087043
-142390 7561910 316.384844453
-137390 7561910 318.08384099
-132390 7561910 316.662593842
-127390 7561910 315.971466719
-122390 7561910 330.061515694
-117390 7561910 348.443682432
-112390 7561910 356.656981255
-107390 7561910 360.238319243
-102390 7561910 360.521757539
-97390 7561910 360
-92390 7561910 360
-87390 7561910 360
-82390 7561910 360
-77390 7561910 359.971586742
-72390 7561910 359.938439617
-67390 7561910 360.188818125
-62390 7561910 360.727440459
-57390 7561910 364.262620294
-52390 7561910 364.371701881
-47390 7561910 340.082834387
-42390 7561910 319.994377478
-37390 7561910 343.585103263
-32390 7561910 352.681862334
-27390 7561910 306.225397757
-22390 7561910 275.848927566
-17390 7561910 280.170102415
-12390 7561910 273.451060699
-7390.029785 7561910 251.744834662
-2390.030029 7561910 241.37463923
2609.969971 7561910 240.210906424
7609.970215 7561910 239.647127572
12610 7561910 239.99179675
17610 7561910 240
22610 7561910 240
27610 7561910 240
32610 7561910 240
37610 7561910 240
42610 7561910 240
47610 7561910 240
52610 7561910 240
57610 7561910 240
62610 7561910 240.030716071
67610 7561910 240.041083522
72610 7561910 238.030503952
77610 7561910 238.356371807
82610 7561910 257.68685878
87610 7561910 279.903489577
92610 7561910 282.534494473
97610 7561910 279.983131341
102610 7561910 279.962558525
107610 7561910 279.98939377
112610 7561910 279.872604915
117610 7561910 279.643733822
122610 7561910 279.273530195
127610 7561910 294.215199423
132610 7561910 319.696133998
137610 7561910 311.352938325
142610 7561910 284.423652342
147610 7561910 277.265638366
152610 7561910 282.589794238
157610 7561910 304.679536774
162610 7561910 319.875196587
167610 7561910 302.121726585
172610 7561910 285.560063451
177610 7561910 280.622940476
182610 7561910 278.354903257
187610 7561910 279.244196418
192610 7561910 280.795431202
197610 7561910 282.573277408
202610 7561910 283.296786693
207610 7561910 283.089876889
212610 7561910 281.827844564
217610 7561910 280.104666164
222610 7561910 277.696087818
227610 7561910 278.186599102
232610 7561910 287.760745853
237610 7561910 301.239360759
242610 7561910 316.207566349
247610 7561910 323.474426935
252610 7561910 321.134612863
257610 7561910 319.782089905
262610 7561910 319.82950383
267610 7561910 322.227113505
272610 7561910 323.706833552
277610 7561910 305.774593655
282610 7561910 281.15837645
287610 7561910 277.329257588
292610 7561910 280
297610 7561910 280
302610 7561910 280
307610 7561910 280
312610 7561910 280.031621435
317610 7561910 280.184598319
322610 7561910 278.575057054
327610 7561910 275.420299482
332610 7561910 288.334950475
337610 7561910 313.554071523
342610 7561910 335.7842443
347610 7561910 357.064549773
352610 7561910 381.835414899
357610 7561910 400.319407106
362610 7561910 407.029291332
367610 7561910 395.446395874
372610 7561910 348.688672219
377610 7561910 317.780937425
382610 7561910 318.259923122
387610 7561910 320.526720255
392610 7561910 322.519475193
397610 7561910 310.210638005
402610 7561910 287.825411784
407610 7561910 282.521331806
412610 7561910 286.632624593
417610 7561910 282.87788525
422610 7561910 277.105894299
427610 7561910 280.379679351
432610 7561910 278.67139362
437610 7561910 255.59012643
442610 7561910 237.945160914
447610 7561910 238.323741657
452610 7561910 239.21918817
457610 7561910 234.431445719
462610 7561910 244.516960092
467610 7561910 269.616000309
472610 7561910 265.163971324
477610 7561910 245.187095286
482610 7561910 240.348997642
487610 7561910 240.101233061
492610 7561910 233.850911899
497610 7561910 238.707237014
502610 7561910 284.116310868
507610 7561910 316.509038725
512610 7561910 299.404842547
517610 7561910 274.249704703
522610 7561910 250.335824487
527610 7561910 237.776968314
532610 7561910 239.279534517
537610 7561910 238.503993647
542610 7561910 236.86400702
547610 7561910 253.371266485
552610 7561910 278.239801832
557610 7561910 282.694266761
562610 7561910 280.004559449
567610 7561910 280.148717624
572610 7561910 287.719304079
577610 7561910 309.150618481
582610 7561910 320.563717022
587610 7561910 312.203077536
592610 7561910 296.919352378
597610 7561910 278.490309496
602610 7561910 278.287035147
607610 7561910 294.896101032
612610 7561910 301.999042199
617610 7561910 302.310579631
622610 7561910 305.01134634
627610 7561910 307.786201142
632610 7561910 308.96663654
637610 7561910 311.28188861
642610 7561910 312.362061213
647610 7561910 324.9416688
652610 7561910 378.06648231
657610 7561910 386.936535195
662610 7561910 313.489455953
667610 7561910 263.343300929
672610 7561910 244.726046148
677610 7561910 236.689450868
682610 7561910 239.192229954
687610 7561910 256.281059753
692610 7561910 279.43014954
697610 7561910 285.723493915
702610 7561910 290.141230554
707610 7561910 304.619365923
712610 7561910 313.706676757
717610 7561910 314.870488674
722610 7561910 323.540375556
727610 7561910 351.346533251
732610 7561910 366.134332528
737610 7561910 352.354150288
742610 7561910 283.972551943
747610 7561910 157.081215761
752610 7561910 69.2364107651
757610 7561910 18.7001582633
762610 7561910 -1.12117624389
767610 7561910 0.734978065664
772610 7561910 0.238578947878
777610 7561910 0.0344703385675
782610 7561910 -1.1759494156
787610 7561910 -0.81165857691
792610 7561910 0.0630975464128
797610 7561910 -0.0424282144303
802610 7561910 -0.0640617706841
807610 7561910 0.204687814491
812610 7561910 1.26517178745
817610 7561910 -4.16098479079
822610 7561910 -18.2000729736
827610 7561910 -18.1061456059
832610 7561910 -5.06135642534
837610 7561910 15.5890751478
842610 7561910 39.5537842138
847610 7561910 54.391888499
852610 7561910 55.9284547361
857610 7561910 31.2551718427
862610 7561910 3.47273885508
867610 7561910 -4.89237468135
872610 7561910 -4.74879633416
877610 7561910 -1.34951666767
882610 7561910 0.11332276086
887610 7561910 0.0327293441718
892610 7561910 0
897610 7561910 0
902610 7561910 -0.00100697711877
907610 7561910 -0.00930620001618
912610 7561910 1.71222183091
917610 7561910 2.46877209835
